index,mzmed,rtmed,matched,qSvsMB,qSvsNC,modelPredicted,predictVal,BLANK-A_0,BLANK-A_0.5,BLANK-A_1,BLANK-A_2,BLANK-A_3,BLANK-A_4,BLANK-A_5,BLANK-A_6,BLANK-A_7,BLANK-A_8,BLANK-A_9,BLANK-A_10,BLANK-A_11,BPF-A1_0,BPF-A1_0.5,BPF-A1_1,BPF-A1_2,BPF-A1_3,BPF-A1_4,BPF-A1_5,BPF-A1_6,BPF-A1_7,BPF-A1_8,BPF-A1_9,BPF-A1_10,BPF-A2_0,BPF-A2_0.5,BPF-A2_1,BPF-A2_2,BPF-A2_3,BPF-A2_4,BPF-A2_5,BPF-A2_6,BPF-A2_7,BPF-A2_8,BPF-A2_9,BPF-A2_10,BPF-B_0,BPF-B_0.5,BPF-B_1,BPF-B_2,BPF-B_3,BPF-B_4,BPF-B_5,BPF-B_6,BPF-B_7,BPF-B_8,BPF-B_9,BPF-B_10
33,33,138.95642469743643,1.2251028806584332,0,0.2961265454360983,0.8394655316043412,0,0,15725.1484375,20049.8046875,32568.4775390625,31942.623046875,37581.8984375,35257.0859375,40517.447265625,39579.73828125,39073.83984375,29784.0244140625,45901.138671875,47919.494140625,24653.646484375,15270.74658203125,17800.1982421875,27783.6005859375,31018.5126953125,33710.13671875,37232.880859375,37901.88671875,40266.2421875,35921.201171875,67280.986328125,53235.02734375,30545.083984375,16073.8515625,18421.30078125,28338.9248046875,34412.412109375,31057.3095703125,34184.5,38936.716796875,37671.4453125,70072.078125,74907.5234375,84090.84765625,72734.40625,12209.3515625,11575.06298828125,11399.63134765625,12181.154296875,11065.03759765625,12608.53125,10824.583984375,10676.4560546875,11453.59521484375,13159.611328125,10759.64501953125,15541.07958984375
34,34,981.989374712479,0.46942148760330565,0,0.8702101200679724,0.8884223394253319,0,0,22913.1123046875,27347.4130859375,15983.2861328125,22669.05078125,24320.98046875,19213.708984375,22728.845703125,13181.05810546875,22921.44921875,14519.87353515625,14104.8798828125,13335.9990234375,20127.6455078125,24668.32421875,18076.94140625,21531.109375,24377.8955078125,20687.056640625,23610.5947265625,21727.4619140625,15460.724609375,23275.4638671875,13286.00927734375,12853.76904296875,13340.74609375,22882.1767578125,56994.23095703125,64047.884765625,16864.38818359375,27239.56640625,20557.32763671875,20290.24462890625,13223.93115234375,12407.23876953125,15128.109375,10058.135986328125,13911.41015625,21251.234375,20788.38671875,21815.15625,21976.3525390625,21737.728515625,22876.89453125,24120.689453125,15260.1220703125,14284.77685546875,13361.24609375,14605.8818359375,17004.66748046875
35,35,222.92607772827148,1.1928888888888842,0,0.5093243208939532,1.0168564919840406,0,0,5983.19970703125,8665.6337890625,11095.37451171875,11614.00634765625,12347.86962890625,11858.09521484375,11238.00048828125,16428.8837890625,15298.041015625,18991.1884765625,16852.6943359375,18856.658203125,20774.1884765625,6529.46337890625,8575.100830078125,11014.71044921875,11193.240234375,13589.21875,11992.2119140625,15375.39990234375,17430.5830078125,18844.0234375,15681.6904296875,15547.37158203125,15854.5439453125,6896.206787109375,8405.98046875,9120.65576171875,9121.53173828125,12920.81640625,13694.92138671875,14797.7783203125,17785.4609375,17821.4638671875,19365.8583984375,15646.8251953125,15658.158203125,6220.70947265625,5392.527099609375,6421.826171875,7105.03466796875,5766.809814453125,6979.010498046875,6170.5068359375,7326.93701171875,8514.75537109375,7267.4482421875,7595.41259765625,7460.066162109375
36,36,144.96540193596985,1.2069958847736577,0,0.6680581836277372,0.9787430442895986,0,0,9385.47705078125,10338.4658203125,19474.400390625,23884.873046875,26007.9248046875,23831.359375,27893.5673828125,22549.537109375,27349.6689453125,18803.1201171875,17179.8671875,15696.138671875,16475.73876953125,8708.774169921875,9249.43896484375,20951.01953125,21937.0859375,25080.2333984375,27020.97265625,23675.5439453125,19498.2197265625,18166.8837890625,14088.64794921875,14657.40087890625,12772.49560546875,8488.265625,10162.69140625,19484.357421875,20694.2177734375,27923.5478515625,22066.248046875,26311.33203125,21377.27734375,17190.671875,15410.50244140625,17469.419921875,13658.2197265625,10924.85693359375,10956.7421875,10664.51953125,11485.943359375,12041.5537109375,12880.220703125,11814.19873046875,13526.869140625,13486.96533203125,11271.3896484375,13947.7275390625,12650.216796875
37,37,118.95091799731668,1.1999999999999953,0,0.36910788507659403,0.9837947299235202,0,0,10291.1220703125,10899.47314453125,22060.146484375,23821.4765625,27563.060546875,26844.2548828125,27226.2880859375,20478.6162109375,25745.3603515625,20585.2421875,18293.7685546875,17850.4814453125,18749.642578125,11101.32568359375,12015.58056640625,23025.8251953125,24920.146484375,27775.529296875,26971.6220703125,22690.5966796875,18743.6533203125,19792.42578125,16506.9599609375,13740.3203125,15633.6494140625,10236.34326171875,13933.091796875,25589.775390625,24343.755859375,28430.3515625,24039.744140625,25242.8955078125,17803.5263671875,19523.7919921875,16646.5419921875,13327.98583984375,15667.40625,7679.07421875,8093.94189453125,8841.604248046875,8329.59375,7407.937744140625,7426.969970703125,7953.6865234375,6394.2705078125,5391.9464111328125,6440.48681640625,6691.384521484375,5665.50732421875
38,38,196.9235609750899,1.0105820105820102,0,0.2547275988693735,0.5373011347555094,0,0,11553.802734375,13275.44970703125,11724.30078125,13346.4345703125,12530.12548828125,13560.05322265625,11392.40673828125,11309.10888671875,23891.6298828125,18514.98583984375,23080.568359375,30292.7265625,31777.0107421875,13784.533203125,12191.42529296875,13022.001953125,16845.27685546875,17941.810546875,31247.2509765625,44399.63671875,54342.205078125,72084.75,56254.70703125,67649.66796875,71255.2734375,11954.38916015625,12019.9130859375,13213.0458984375,18827.994140625,18223.8583984375,21395.67236328125,35117.75390625,30476.7744140625,12627.54833984375,43922.73828125,29237.9140625,59348.6484375,8764.23974609375,9344.4375,7502.7255859375,8008.779541015625,8997.59423828125,10981.42041015625,10498.1572265625,2569.095947265625,8940.427490234375,7215.231689453125,6804.904541015625,9383.66650390625
39,39,200.93409126849212,1.193801652892561,0,0.5850352333193428,0.7370947819666368,0,0,9976.66748046875,13639.8837890625,9443.23583984375,10465.443359375,13675.04736328125,12130.626953125,12723.86181640625,10165.67138671875,10347.92919921875,11753.69384765625,16606.693359375,18018.9404296875,15774.208984375,10847.15869140625,13152.4501953125,10363.2861328125,9237.2138671875,11889.087890625,11586.78173828125,11469.41162109375,12294.7890625,13736.025390625,26940.6962890625,27281.3583984375,23545.6875,10387.078125,12942.54296875,11074.654296875,9998.576171875,11658.48486328125,11001.9296875,11513.72607421875,12203.4072265625,15304.00732421875,38434.9130859375,57060.8359375,28644.2451171875,9922.427734375,8896.01904296875,8516.92236328125,9534.912109375,10939.62939453125,10838.6240234375,9673.318359375,10482.1181640625,10666.40087890625,10574.78173828125,9835.71533203125,10802.640625
40,40,96.96856717710142,1.0975308641975294,0,0.3083121971935966,0.8027019296651902,0,0,17598.11669921875,24714.5859375,18674.15283203125,16016.87744140625,64199.2734375,44531.6640625,68409.9296875,17026.33056640625,60271.943359375,19927.6142578125,24441.78125,30446.6640625,33239.2412109375,18305.78515625,17883.294921875,16646.6181640625,23326.1796875,41788.8671875,60984.328125,50251.61328125,56743.099609375,80916.0703125,60668.919921875,68829.3203125,73125.24609375,18890.1748046875,27022.3642578125,20901.541015625,29954.41015625,36810.771484375,46198.681640625,68276.24609375,32119.5390625,31331.4287109375,43823.8359375,29006.87255859375,57007.41796875,11923.791015625,12944.646484375,11298.79345703125,11386.95947265625,14578.27783203125,16748.5302734375,16249.5380859375,12002.197265625,13044.7060546875,10868.1220703125,8463.814208984375,16313.5546875
41,41,179.84020956847894,0.3176954732510291,0,0.9852657909451956,1.0432904669467389,0,0,8260.079345703125,10042.484619140625,7429.65966796875,9795.47021484375,10068.89306640625,15422.404296875,11865.82568359375,18546.9423828125,12489.119140625,18399.59765625,18784.7294921875,18255.19482421875,16579.3984375,8787.872314453125,8251.08056640625,10490.748046875,9105.44970703125,7213.070068359375,12204.5576171875,12401.2626953125,17338.69384765625,11340.83203125,17538.7373046875,16520.41796875,17179.6572265625,8201.04150390625,5049.7154541015625,5508.2872314453125,7512.700439453125,8842.959716796875,13721.8154296875,11625.9755859375,15997.32080078125,20503.826171875,19791.91064453125,25506.513671875,16740.552734375,7099.756591796875,6875.013916015625,9828.16357421875,7475.24755859375,8058.54541015625,13232.32666015625,10866.529296875,18512.79736328125,17145.0009765625,17840.93359375,17116.6455078125,17372.0751953125
42,42,206.9470852981379,1.1946502057613124,0,0.45576250648705613,0.9605237420376648,0,0,6205.34814453125,7434.805419921875,8131.13671875,8722.333740234375,8953.07373046875,8153.235595703125,9339.08056640625,11500.134765625,11304.4677734375,12018.0400390625,11477.4130859375,12275.06396484375,12780.40185546875,5884.50732421875,7166.13232421875,7914.844970703125,8442.1640625,10180.91796875,9224.57763671875,12957.5908203125,12442.494140625,13334.53955078125,12390.95166015625,10166.31884765625,8085.27392578125,5937.9951171875,7598.7841796875,7362.9541015625,7216.318603515625,8931.833984375,9990.19140625,10785.76904296875,12276.67724609375,13759.98486328125,14379.86376953125,21734.3046875,8420.74169921875,4452.9150390625,4872.8642578125,4623.158447265625,3859.825927734375,4067.195556640625,4145.0655517578125,4053.0548095703125,4763.46923828125,5490.054931640625,5992.582763671875,5236.89013671875,4635.18896484375
43,43,264.91343275705975,1.1925925925925882,0,0.40096993378450285,0.9222387898035196,0,0,3955.9957275390625,6690.4052734375,9279.34130859375,10668.76171875,10785.3349609375,10780.02783203125,11494.76416015625,13820.72314453125,13264.505859375,14774.75390625,14163.41845703125,14703.017578125,15279.42529296875,4164.416015625,5916.96826171875,9826.93017578125,9203.474609375,12314.2763671875,11380.20068359375,14367.759765625,15362.31103515625,14813.94580078125,13046.7275390625,11779.32373046875,11029.404296875,4352.1708984375,6328.392333984375,8370.07373046875,8373.21142578125,11486.59912109375,12564.99462890625,14224.98974609375,15472.3837890625,13722.09033203125,12971.333984375,12915.91064453125,11633.89990234375,6205.240966796875,3763.15478515625,2053.727294921875,5921.89697265625,5206.5179443359375,1936.0330810546875,0.0,4318.7652587890625,5165.49609375,6578.3251953125,5261.8477783203125,6842.170166015625
44,44,249.0224003358321,7.065909090909083,0,0.3739088276081745,0.39666966920302754,0,0,3402.0223388671875,4095.7578125,5144.5556640625,2387.4219970703125,4457.272705078125,2550.1438903808594,3915.5645751953125,356.9595642089844,3586.5509033203125,985.7575073242188,461.263427734375,806.6007080078125,10692.488037109375,3497.2672119140625,3710.3271484375,3543.539794921875,4394.17724609375,4903.65185546875,3903.9412841796875,4294.292236328125,809.6923828125,4276.28857421875,421.409423828125,822.4740905761719,1004.8453369140625,3272.9178466796875,4073.8067626953125,4383.266845703125,4208.70849609375,4143.693359375,2386.238525390625,4249.5130615234375,516.8402709960938,587.2145385742188,462.1420593261719,349.870361328125,430.8582458496094,4524.211181640625,4369.72412109375,4065.924072265625,4471.620361328125,4310.705322265625,4255.67626953125,4179.12939453125,1165.6358337402344,633.6033325195312,604.002685546875,734.5181884765625,1418.794921875
45,45,218.90970118699875,1.1915929203539781,0,0.16783546680636727,1.0124500681187643,0,0,5368.2119140625,9679.13623046875,21945.337890625,26374.1328125,32229.650390625,33362.984375,34381.642578125,27493.3896484375,34981.560546875,30774.69140625,25067.69140625,25007.296875,27184.916015625,5611.04638671875,9139.3671875,23830.8310546875,26854.134765625,34902.08984375,31998.958984375,29707.15234375,26422.201171875,26727.9296875,23707.767578125,20848.982421875,21929.2939453125,5627.850341796875,9167.441162109375,20904.4794921875,27367.2978515625,34654.724609375,34298.947265625,35590.8671875,26803.056640625,24018.2529296875,24820.953125,16815.8984375,20887.810546875,4029.535888671875,3809.8994140625,1903.1866455078125,3574.4306640625,4057.493896484375,4370.7706298828125,2417.700439453125,4354.2952880859375,5148.340576171875,4522.459716796875,4303.9423828125,4723.1943359375
46,46,981.989426542424,0.6714876033057855,0,0.376985559447835,0.9271948248949332,0,0,24068.7080078125,62863.6201171875,16852.31298828125,123653.4541015625,241545.75,189660.7265625,194102.875,74615.53515625,38442.23828125,24998.943359375,14104.8798828125,13335.9990234375,20127.6455078125,24668.32421875,20724.814453125,63003.638671875,23593.1376953125,20975.2001953125,169672.484375,51712.685546875,15232.97216796875,24537.107421875,13286.00927734375,12853.76904296875,13340.74609375,22882.1767578125,57989.0927734375,130342.4814453125,17911.0390625,187148.3984375,111343.41015625,151266.109375,31356.6396484375,12407.23876953125,15124.685546875,10058.135986328125,13911.41015625,21251.234375,20788.38671875,21815.15625,21976.3525390625,21737.728515625,22876.89453125,24120.689453125,15260.1220703125,14284.77685546875,13361.24609375,14605.8818359375,17004.66748046875
47,47,221.14078217180668,10.402469135802487,0,1.0248503071809807,0.9781897143577749,0,0,19292.078125,18289.17431640625,18207.7197265625,18558.7333984375,17618.79736328125,18503.13671875,16831.00537109375,18212.1953125,16977.744140625,17916.47998046875,17244.8154296875,11150.31201171875,16112.9658203125,18573.2705078125,16283.0693359375,17324.94140625,18547.1181640625,19920.0751953125,16577.81103515625,15955.00439453125,16988.58447265625,17756.28857421875,15706.421875,16048.734375,9643.86376953125,17553.7177734375,20919.73876953125,17140.2783203125,17226.8251953125,20131.833984375,18648.20849609375,16899.01904296875,18346.9912109375,17861.169921875,18962.1455078125,18923.11328125,9158.807373046875,19744.6875,18295.7978515625,20449.462890625,20590.1435546875,21380.8623046875,17450.2021484375,19259.826171875,20247.0048828125,18405.49609375,17466.93701171875,19336.7509765625,17843.595703125
48,48,942.0033908420139,6.2292181069959,0,0.9691493561585309,1.1004157907846366,0,0,12995.71630859375,13628.97802734375,8854.583740234375,9725.66748046875,13428.7958984375,14784.87548828125,10266.3154296875,12561.12109375,10774.142578125,13566.97900390625,12691.39501953125,12776.64990234375,22750.294921875,9965.10693359375,9331.36865234375,9924.91259765625,14339.6064453125,9271.830078125,10591.66162109375,9366.0029296875,13140.6220703125,13097.734375,14153.3935546875,13336.4423828125,13941.65869140625,12536.890625,9232.59765625,9778.892578125,8155.08251953125,11998.5478515625,15039.03564453125,11723.4013671875,14145.63037109375,12071.5244140625,12816.0888671875,11591.2177734375,13653.65673828125,9040.63232421875,10089.13818359375,11112.265625,8363.073486328125,11755.3994140625,10055.865234375,13517.6748046875,12755.7880859375,12697.2041015625,14259.14892578125,14721.42529296875,15818.67333984375
49,49,94.92613625993916,1.0999999999999963,0,0.9153337477231556,0.9703709862839398,0,0,23206.578125,25102.7177734375,26912.67578125,25632.14453125,28156.220703125,29087.80859375,26758.7490234375,27116.875,28615.7060546875,27018.728515625,27458.033203125,23072.234375,15250.0400390625,23867.4228515625,26604.181640625,27479.0400390625,28020.4296875,27707.68359375,27528.60546875,27210.7685546875,27698.7060546875,24265.8505859375,21555.8642578125,17906.408203125,13497.162109375,23940.7177734375,25732.3447265625,25691.853515625,26795.3759765625,25858.8310546875,26196.1904296875,29586.7734375,26179.3359375,28876.7236328125,26137.53125,26275.78515625,18175.6240234375,21889.4951171875,23135.34765625,23402.189453125,27250.8662109375,23360.53125,23685.185546875,22561.412109375,23650.0302734375,21683.3837890625,20527.541015625,22666.3056640625,22064.365234375
50,50,238.89679832828855,1.121359223300967,0,0.79711483099723,0.9134025792748824,0,0,5360.308837890625,6949.983642578125,7591.738525390625,7863.193115234375,9129.9169921875,8766.840087890625,9490.30078125,11275.52197265625,9310.00146484375,12921.03369140625,12737.5830078125,14077.29541015625,13743.41845703125,5694.639892578125,6507.957275390625,8519.99951171875,7714.96923828125,10003.82177734375,9599.9921875,11189.32470703125,12136.6298828125,13269.48291015625,15758.37939453125,14313.07373046875,16388.01318359375,5689.527587890625,7178.556884765625,6867.993408203125,7464.890625,9300.5966796875,10384.1416015625,9848.00048828125,12177.37744140625,14465.13623046875,16206.84130859375,15430.970703125,15061.17333984375,7798.855712890625,8686.953857421875,8241.179443359375,8606.78955078125,8200.962158203125,8143.11474609375,10268.17333984375,9494.224853515625,9013.20166015625,8741.14990234375,9624.1484375,8848.796142578125
51,51,160.8415351426306,0.1756198347107441,0,1.019798859506636,1.001116651147968,0,0,5117.914794921875,7931.5697021484375,4366.087158203125,6674.2099609375,8494.7275390625,12642.723876953125,10246.45361328125,18666.1328125,11556.12890625,19523.9267578125,17331.28369140625,22001.5859375,14607.7265625,5349.94921875,4192.0631103515625,5511.907958984375,6933.346923828125,4569.812255859375,11815.615234375,11910.97509765625,21893.82421875,10837.50390625,22196.29345703125,27853.0654296875,27294.658203125,6075.75537109375,1877.248779296875,3114.2090454101562,4601.982666015625,5817.767333984375,12328.927734375,9860.833984375,18219.525390625,16021.14697265625,17597.4111328125,16909.25390625,20723.89404296875,4135.6737060546875,3832.831787109375,6048.479736328125,4029.4425048828125,5085.47998046875,12126.23876953125,10141.37841796875,22477.5390625,19924.0234375,22356.0439453125,19158.775390625,21348.8330078125
52,52,181.83644261636024,0.2871900826446283,0,0.9856151648789611,1.0557313053031048,0,0,6988.8330078125,8576.55029296875,6684.355712890625,8680.453125,8460.0185546875,13572.091796875,10707.21875,16443.0048828125,10928.43994140625,16065.12451171875,16828.5439453125,16998.55029296875,14644.14990234375,7453.05615234375,7343.984619140625,8877.1494140625,8076.0517578125,6650.16552734375,10914.95263671875,10875.3212890625,15675.4013671875,9587.697265625,15283.75537109375,14379.0703125,14960.9853515625,7072.0869140625,3946.5849609375,3423.44775390625,6689.775390625,7828.395751953125,11451.8447265625,9882.5830078125,14346.166015625,18508.4189453125,16736.5087890625,23501.0107421875,13595.3955078125,6093.2158203125,6030.3056640625,8374.82958984375,6269.443115234375,6620.521728515625,11669.35498046875,9505.96728515625,15882.67626953125,15038.57177734375,16124.765625,14346.5576171875,15652.8896484375
53,53,162.83830519747144,0.18264462809917384,0,1.0215170846590345,1.0276745422268516,0,0,5110.826416015625,8157.0948486328125,3693.39013671875,6573.5771484375,7499.291259765625,11466.5244140625,9757.16796875,17270.0146484375,11072.82568359375,18256.3837890625,16007.98291015625,20252.326171875,13567.36376953125,5306.828369140625,4118.5513916015625,4933.976318359375,6731.45849609375,4245.9080810546875,10665.85693359375,10933.05224609375,19433.46044921875,10194.9248046875,21149.291015625,26011.8583984375,25305.6259765625,5298.1368408203125,1679.7662353515625,2878.4255981445312,4122.9056396484375,4817.7705078125,10835.89794921875,9223.961669921875,16385.22119140625,13937.5107421875,15860.84326171875,13914.00146484375,19117.771484375,3839.7841796875,3321.8804931640625,5338.111083984375,3816.83251953125,4677.373779296875,11146.29052734375,9064.29931640625,20918.2958984375,17673.73095703125,21178.4814453125,17396.119140625,19736.091796875
